排名,代码,名称,东财行业,链条,筹码合成,全市场分位%,总市值亿,PE,距52周高点%,概念标签
1178,300042.SZ,朗科科技,计算机设备,AI+SEMI,0.7133,79.0,78.0,41.02,-30.1,国产芯片|存储芯片|算力概念
1179,301205.SZ,联特科技,通信设备,AI,0.7141,79.0,395.4,3245.68,-32.8,CPO概念|光通信模块
1180,300021.SZ,大禹节水,农业综合Ⅱ,AI,0.7141,79.1,39.4,100.65,-95.1,人工智能
1181,002279.SZ,久其软件,软件开发,AI,0.7156,79.1,53.4,-15.57,-91.3,AIGC概念|AI应用|AI智能体|人工智能
1182,600611.SH,大众交通,铁路公路,AI,0.7165,79.1,107.8,-16.21,,算力概念
1183,688549.SH,中巨芯-U,电子化学品Ⅱ,SEMI,0.7168,79.2,372.7,1325.67,,半导体概念
1184,300043.SZ,星辉娱乐,游戏Ⅱ,AI,0.7185,79.3,54.0,26.04,-67.8,AI应用
1185,002248.SZ,华东数控,通用设备,SEMI,0.7198,79.3,29.5,114.75,-89.3,国产芯片
1186,300987.SZ,川网传媒,数字媒体,AI,0.7206,79.4,22.7,261.36,-88.4,AIGC概念|人工智能
1187,300548.SZ,长芯博创,通信设备,AI+SEMI,0.7217,79.4,586.5,91.23,65.5,CPO概念|光通信模块|国产芯片
1188,300270.SZ,中威电子,计算机设备,AI,0.7247,79.5,34.6,188.33,,人工智能|多模态AI
1189,603030.SH,全筑股份,装修装饰Ⅱ,AI,0.7300,79.6,26.7,297.38,,人工智能|算力概念
1190,603106.SH,恒银科技,计算机设备,AI,0.7322,79.7,39.7,348.86,-94.5,AI应用|人工智能
1191,002984.SZ,森麒麟,汽车零部件,AI,0.7325,79.7,146.2,17.4,-15.8,人工智能
1192,688721.SH,龙图光罩,半导体,SEMI,0.7366,79.8,56.1,137.19,-63.3,半导体概念
1193,300195.SZ,长荣股份,专用设备,AI,0.7377,79.9,23.3,-17.55,,人工智能
1194,600312.SH,平高电气,电网设备,AI,0.7380,79.9,273.8,16.76,-6.3,AI智能体|人工智能
1195,688195.SH,腾景科技,光学光电子,AI,0.7393,80.0,308.4,534.16,-60.2,光通信模块
1196,002351.SZ,漫步者,消费电子,AI,0.7419,80.1,88.1,20.87,-50.3,AI应用|AI智能体
1197,600673.SH,东阳光,综合Ⅱ,AI,0.7421,80.1,980.2,125.91,-98.3,液冷服务器|算力概念
1198,300570.SZ,太辰光,通信设备,AI+SEMI,0.7538,80.4,460.8,130.69,32.9,CPO概念|光通信模块|国产芯片|算力概念
1199,002195.SZ,岩山科技,IT服务Ⅱ,AI,0.7540,80.4,349.1,414.25,-98.6,AIGC概念|AI应用|AI智能体|AI芯片|AI语料|人工智能|多模态AI
1200,000681.SZ,视觉中国,数字媒体,AI,0.7554,80.5,115.2,56.95,-80.0,AIGC概念|AI应用|AI智能体|AI语料|人工智能|多模态AI
1201,300639.SZ,凯普生物,医疗器械,AI,0.7560,80.5,38.6,61.73,,AI智能体|人工智能
1202,688626.SH,翔宇医疗,医疗器械,AI+SEMI,0.7562,80.5,66.7,65.86,-49.7,人工智能|国产芯片
1203,300288.SZ,朗玛信息,IT服务Ⅱ,AI,0.7596,80.7,32.8,-196.86,,AI应用|人工智能
1204,002559.SZ,亚威股份,通用设备,SEMI,0.7606,80.7,59.2,65.24,-87.5,半导体概念|国产芯片|存储芯片
1205,002599.SZ,盛通股份,包装印刷,AI,0.7608,80.8,31.1,-99.72,-98.2,AI应用|人工智能
1206,002354.SZ,天娱数科,广告营销,AI+SEMI,0.7614,80.8,115.0,141.19,,AIGC概念|AI应用|AI智能体|AI语料|人工智能|国产芯片|多模态AI
1207,301380.SZ,挖金客,通信服务,AI,0.7634,80.9,29.9,66.03,-63.2,AI应用|人工智能
1208,300873.SZ,海晨股份,物流,AI+SEMI,0.7636,80.9,48.1,977.72,-35.4,AI智能体|半导体概念
1209,002527.SZ,新时达,专用设备,AI,0.7651,80.9,73.1,-243.15,-99.1,液冷服务器
1210,600718.SH,东软集团,IT服务Ⅱ,AI,0.7654,80.9,95.6,-16.2,,AIGC概念|人工智能
1211,301299.SZ,卓创资讯,数字媒体,AI,0.7674,81.0,25.9,35.5,10.4,AI应用
1212,300133.SZ,华策影视,影视院线,AI,0.7711,81.1,128.0,38.37,-87.2,AIGC概念|AI应用|AI智能体|AI语料|算力概念
1213,301086.SZ,鸿富瀚,消费电子,AI,0.7731,81.1,147.1,100.62,20.6,液冷服务器
1214,603296.SH,华勤技术,消费电子,AI,0.7732,81.2,1140.2,26.88,181.9,液冷服务器|算力概念|英伟达概念
1215,002313.SZ,日海智能,通信设备,AI,0.7744,81.2,32.8,113.21,,人工智能|算力概念
1216,002229.SZ,鸿博股份,IT服务Ⅱ,AI,0.7772,81.3,52.9,-51.42,,人工智能|算力概念
1217,600509.SH,天富能源,电力,SEMI,0.7779,81.3,101.7,16.88,-83.4,第三代半导体
1218,002241.SZ,歌尔股份,消费电子,SEMI,0.7784,81.4,834.1,28.45,12.3,国产芯片
1219,002212.SZ,天融信,软件开发,AI,0.7785,81.4,71.2,-17.68,-96.5,AI应用|AI智能体|人工智能|算力概念
1220,300773.SZ,拉卡拉,多元金融,AI,0.7798,81.5,164.7,12.31,48.1,人工智能
1221,600129.SH,太极集团,中药Ⅱ,AI,0.7827,81.6,78.4,29.85,-79.8,AI应用|AI智能体|人工智能
1222,002639.SZ,雪人集团,通用设备,AI,0.7828,81.6,89.2,720.4,-98.0,液冷服务器
1223,300036.SZ,超图软件,软件开发,AI,0.7840,81.6,53.7,-31.97,-90.2,AIGC概念|AI应用|AI智能体|人工智能|英伟达概念
1224,688205.SH,德科立,通信设备,AI,0.7845,81.7,248.4,126.41,-11.0,CPO概念
1225,688147.SH,微导纳米,半导体,SEMI,0.7856,81.8,544.8,648.04,-66.4,先进封装|半导体概念|存储芯片
1226,002829.SZ,星网宇达,航天装备Ⅱ,AI,0.7880,81.9,39.7,17.85,-91.4,人工智能
1227,600977.SH,中国电影,影视院线,AI,0.7891,81.9,222.9,-101.27,-93.7,AIGC概念|AI应用|人工智能
1228,603598.SH,引力传媒,广告营销,AI,0.7892,81.9,44.7,107.61,-92.6,AIGC概念|AI应用
1229,688296.SH,和达科技,软件开发,AI,0.7942,82.2,25.9,-51.07,,AI应用|AI智能体|人工智能
1230,300935.SZ,盈建科,软件开发,AI,0.7965,82.3,23.3,-23.0,,AI应用|人工智能
1231,603496.SH,恒为科技,计算机设备,AI,0.7985,82.3,76.6,329.18,-84.8,算力概念
1232,001308.SZ,康冠科技,光学光电子,AI,0.7987,82.3,124.8,19.82,-38.1,人工智能
1233,002153.SZ,石基信息,软件开发,AI,0.7990,82.4,206.9,218.75,,AI应用
1234,002659.SZ,凯文教育,教育,AI,0.8001,82.4,26.4,3419.03,,AI智能体|人工智能
1235,301315.SZ,威士顿,软件开发,AI,0.8015,82.5,34.6,93.78,-63.2,AI应用|人工智能
1236,002419.SZ,天虹股份,一般零售,AI,0.8020,82.5,52.6,8.88,-93.0,AI应用
1237,002315.SZ,焦点科技,互联网电商,AI,0.8030,82.5,103.7,26.47,18.7,AIGC概念|AI应用|AI智能体|人工智能
1238,300386.SZ,飞天诚信,计算机设备,SEMI,0.8040,82.6,50.0,-41.24,,国产芯片
1239,300866.SZ,安克创新,消费电子,AI+SEMI,0.8056,82.6,678.8,35.98,328.6,人工智能|国产芯片
1240,300451.SZ,创业慧康,软件开发,AI,0.8073,82.6,52.7,-16.57,,AI智能体|人工智能
1241,300795.SZ,米奥会展,专业服务,AI,0.8092,82.7,37.8,-128.05,-64.4,AIGC概念|AI应用|AI智能体|AI语料|人工智能
1242,300706.SZ,阿石创,半导体,SEMI,0.8117,82.8,81.8,116.7,,半导体概念|存储芯片
1243,300166.SZ,东方国信,IT服务Ⅱ,AI,0.8118,82.8,148.6,-137.48,,人工智能|算力概念
1244,300148.SZ,天舟文化,出版,AI,0.8201,83.0,27.9,69.3,-93.7,人工智能
1245,688099.SH,晶晨股份,半导体,AI+SEMI,0.8215,83.1,378.9,31.01,133.2,AI芯片|人工智能|半导体概念|国产芯片
1246,300541.SZ,先进数通,IT服务Ⅱ,AI,0.8217,83.1,41.8,-140.49,-90.2,英伟达概念
1247,002174.SZ,游族网络,游戏Ⅱ,AI,0.8220,83.1,117.3,28.26,,AI应用
1248,688535.SH,华海诚科,半导体,SEMI,0.8245,83.2,142.6,263.57,-78.7,先进封装|半导体概念
1249,002180.SZ,奔图科技,计算机设备,SEMI,0.8251,83.2,238.2,92.25,,半导体概念|国产芯片|汽车芯片
1250,300738.SZ,奥飞数据,通信服务,AI,0.8263,83.2,209.2,53.2,-75.5,算力概念
1251,688049.SH,炬芯科技,半导体,AI+SEMI,0.8304,83.3,67.7,34.76,20.4,AI芯片|人工智能|半导体概念|国产芯片|汽车芯片|算力概念
1252,300182.SZ,捷成股份,影视院线,AI,0.8305,83.4,126.8,39.47,-92.3,AIGC概念|AI应用|AI智能体|AI语料|人工智能|多模态AI
1253,300207.SZ,欣旺达,电池,SEMI,0.8322,83.4,330.7,72.51,-57.5,第三代半导体
1254,300949.SZ,奥雅股份,基础建设,AI,0.8328,83.4,19.4,-168.19,,AIGC概念|AI智能体|人工智能|算力概念
1255,688485.SH,九州一轨,轨交设备Ⅱ,AI+SEMI,0.8338,83.5,122.3,-702.21,,光通信模块|半导体概念
1256,603400.SH,华之杰,通用设备,AI,0.8347,83.5,59.1,66.73,-34.2,液冷服务器
1257,300192.SZ,科德教育,教育,AI+SEMI,0.8362,83.5,80.1,81.8,-76.1,AI应用|AI芯片|人工智能|国产芯片
1258,002467.SZ,二六三,通信服务,AI,0.8388,83.5,61.1,-125.24,,AI智能体|人工智能
1259,600589.SH,大位科技,IT服务Ⅱ,AI,0.8414,83.6,109.9,-78.81,,算力概念
1260,688728.SH,格科微,半导体,SEMI,0.8500,83.8,397.4,7044.93,-96.0,半导体概念|国产芯片
1261,002131.SZ,利欧股份,通用设备,AI+SEMI,0.8551,83.9,298.0,238.27,,AIGC概念|AI应用|AI智能体|AI语料|人工智能|液冷服务器|第三代半导体
1262,300045.SZ,华力创通,军工电子Ⅱ,AI+SEMI,0.8612,83.9,82.2,-171.81,,人工智能|半导体概念|国产芯片
1263,688004.SH,博汇科技,IT服务Ⅱ,AI,0.8617,84.0,17.0,-40.93,,AI应用|人工智能
1264,300315.SZ,掌趣科技,游戏Ⅱ,AI,0.8620,84.0,103.4,142.63,,AIGC概念|英伟达概念
1265,603519.SH,立霸股份,家电零部件Ⅱ,SEMI,0.8655,84.1,44.8,22.7,-32.9,国产芯片|第三代半导体
1266,002516.SZ,旷达科技,汽车零部件,SEMI,0.8668,84.1,76.9,35.16,-86.7,半导体概念|国产芯片
1267,603757.SH,大元泵业,通用设备,AI,0.8724,84.3,118.5,258.44,-37.3,液冷服务器
1268,300047.SZ,天源迪科,软件开发,AI,0.8739,84.3,56.9,86.45,-95.5,AIGC概念|AI应用|AI智能体|人工智能|算力概念
1269,300612.SZ,宣亚国际,广告营销,AI,0.8795,84.5,21.2,-31.71,,AIGC概念|AI应用|AI智能体|人工智能|多模态AI
1270,300666.SZ,江丰电子,半导体,SEMI,0.8805,84.5,691.0,82.36,100.0,半导体概念|国产芯片|存储芯片|第三代半导体
1271,300383.SZ,光环新网,通信服务,AI,0.8814,84.6,217.9,242.45,,算力概念
1272,301318.SZ,维海德,计算机设备,AI,0.8851,84.7,27.6,78.35,-72.6,AI应用|人工智能
1273,002407.SZ,多氟多,化学制品,SEMI,0.8884,84.8,411.5,40.2,-43.4,半导体概念
1274,688692.SH,达梦数据,软件开发,AI,0.8885,84.8,264.6,43.69,403.3,人工智能
1275,000997.SZ,新 大 陆,计算机设备,AI+SEMI,0.8896,84.9,185.6,16.51,-3.2,AI应用|国产芯片
1276,688325.SH,赛微微电,半导体,SEMI,0.8968,85.1,91.7,204.42,7.5,半导体概念|国产芯片
1277,301178.SZ,天亿马,IT服务Ⅱ,AI,0.8979,85.2,32.1,882.77,-91.6,人工智能|算力概念
1278,301275.SZ,汉朔科技,其他电子Ⅱ,AI,0.9019,85.4,179.9,24.89,14.3,AI应用
1279,688025.SH,杰普特,自动化设备,AI+SEMI,0.9056,85.5,389.0,99.57,258.2,CPO概念|国产芯片
1280,002682.SZ,龙洲股份,物流,AI,0.9066,85.5,25.5,-13.83,,人工智能
1281,603185.SH,弘元绿能,光伏设备,SEMI,0.9070,85.5,112.9,-9.71,,第三代半导体
1282,688648.SH,中邮科技,专用设备,AI,0.9089,85.6,42.8,-35.25,355.1,人工智能
1283,001330.SZ,博纳影业,影视院线,AI,0.9107,85.7,64.3,-36.33,,AIGC概念|AI应用
1284,300781.SZ,因赛集团,广告营销,AI,0.9117,85.7,42.7,92.12,,AIGC概念|AI应用|AI智能体|人工智能|多模态AI
1285,002474.SZ,榕基软件,IT服务Ⅱ,AI,0.9125,85.8,37.4,-119.93,,人工智能
1286,300348.SZ,长亮科技,软件开发,AI,0.9136,85.8,77.0,-50.16,,AIGC概念|人工智能
1287,688369.SH,致远互联,软件开发,AI,0.9147,85.9,22.1,-8.5,,AI应用|AI智能体|人工智能
1288,603039.SH,泛微网络,软件开发,AI,0.9168,85.9,128.4,55.95,9.8,AI应用
1289,600880.SH,博瑞传播,教育,AI,0.9170,85.9,41.3,147.85,,AIGC概念|AI应用|AI智能体|人工智能
1290,002960.SZ,青鸟智控,专用设备,SEMI,0.9202,86.1,88.3,31.83,-71.6,国产芯片
1291,688621.SH,阳光诺和,医疗服务,AI,0.9217,86.1,72.8,88.22,74.0,人工智能
1292,603000.SH,人民网,数字媒体,AI,0.9236,86.2,173.9,-130.74,-82.8,AIGC概念|AI应用|AI语料|人工智能|算力概念
1293,688109.SH,品茗科技,软件开发,AI,0.9246,86.3,56.4,1550.56,-78.2,人工智能
1294,300830.SZ,金现代,软件开发,AI,0.9256,86.3,36.0,-114.23,,AI应用|AI智能体|人工智能
1295,002925.SZ,盈趣科技,消费电子,AI,0.9295,86.5,171.1,25.3,0.7,人工智能
1296,603297.SH,永新光学,光学光电子,SEMI,0.9318,86.6,116.2,62.94,90.0,半导体概念
1297,300571.SZ,平治信息,通信服务,AI+SEMI,0.9337,86.6,41.3,211.36,,人工智能|国产芯片|算力概念
1298,603501.SH,豪威集团,半导体,SEMI,0.9385,86.7,1037.6,42.53,157.4,半导体概念|国产芯片|汽车芯片
1299,000710.SZ,贝瑞基因,医疗服务,AI,0.9390,86.7,34.3,-39.01,,AI应用|人工智能
1300,600629.SH,华建集团,工程咨询服务Ⅱ,AI,0.9394,86.7,183.7,1118.75,-98.6,人工智能
1301,300933.SZ,中辰股份,电网设备,AI,0.9400,86.7,36.1,54.63,,算力概念
1302,301213.SZ,观想科技,军工电子Ⅱ,AI,0.9444,86.9,47.6,170.44,-82.9,AI应用|人工智能
1303,688596.SH,正帆科技,专用设备,SEMI,0.9470,86.9,226.0,-220.75,-76.0,半导体概念|存储芯片|第三代半导体
1304,300703.SZ,创源股份,文娱用品,AI,0.9493,87.0,23.8,-31.08,-88.3,AIGC概念
1305,301260.SZ,格力博,专用设备,AI,0.9513,87.1,64.1,11.83,,人工智能
1306,300562.SZ,乐心医疗,医疗器械,AI+SEMI,0.9516,87.1,32.7,25.45,-58.3,AI应用|人工智能|国产芯片
1307,002197.SZ,证通电子,计算机设备,AI+SEMI,0.9537,87.1,39.5,552.25,,人工智能|国产芯片|算力概念
1308,688041.SH,海光信息,半导体,AI+SEMI,0.9564,87.2,5364.8,149.15,35.2,AI芯片|人工智能|半导体概念|国产芯片|算力概念
1309,300608.SZ,思特奇,软件开发,AI,0.9568,87.2,33.5,-16.35,,AI应用|AI智能体|人工智能|多模态AI|算力概念
1310,688318.SH,财富趋势,软件开发,AI,0.9582,87.3,263.9,191.02,-15.4,AI智能体|人工智能
1311,603611.SH,诺力股份,工程机械,AI,0.9611,87.3,43.6,14.61,47.9,人工智能
1312,300786.SZ,国林科技,环保设备Ⅱ,SEMI,0.9621,87.4,28.8,148.85,,半导体概念
1313,301236.SZ,软通动力,IT服务Ⅱ,AI,0.9621,87.4,379.4,-27.11,-94.8,AI应用|人工智能|多模态AI|液冷服务器|算力概念|英伟达概念
1314,002985.SZ,北摩高科,航空装备Ⅱ,SEMI,0.9625,87.4,83.4,31.01,-35.7,国产芯片
1315,002657.SZ,中科金财,IT服务Ⅱ,AI,0.9687,87.6,50.8,-17.72,,AIGC概念|AI智能体|人工智能|多模态AI|算力概念
1316,001208.SZ,华菱线缆,电网设备,AI,0.9688,87.7,83.8,68.83,-83.0,液冷服务器|英伟达概念
1317,000425.SZ,徐工机械,工程机械,AI,0.9726,87.7,929.9,11.3,-43.7,人工智能
1318,300253.SZ,卫宁健康,软件开发,AI,0.9763,87.8,153.4,273.38,,AI应用|AI智能体|人工智能
1319,002555.SZ,三七互娱,游戏Ⅱ,AI,0.9866,88.0,407.1,11.65,45.8,AI应用
1320,002878.SZ,元隆雅图,广告营销,AI,0.9878,88.1,31.7,-430.61,,AIGC概念|人工智能
1321,300231.SZ,银信科技,IT服务Ⅱ,AI,0.9898,88.2,35.6,69.55,-88.4,人工智能|算力概念
1322,688246.SH,嘉和美康,软件开发,AI,0.9932,88.2,23.5,-40.99,,AI应用
1323,600839.SH,四川长虹,黑色家电,AI+SEMI,0.9933,88.2,315.3,80.04,-83.9,人工智能|国产芯片
1324,603280.SH,南方路机,工程机械,AI,0.9940,88.3,28.6,44.45,-36.3,人工智能
1325,300300.SZ,海峡创新,IT服务Ⅱ,AI,0.9947,88.3,48.1,-106.79,-78.8,人工智能
1326,002858.SZ,力盛体育,体育Ⅱ,AI,0.9949,88.3,21.4,88.51,,人工智能|多模态AI
1327,603110.SH,东方材料,化学制品,AI,0.9957,88.4,51.1,122.41,-99.4,算力概念
1328,002425.SZ,凯撒文化,游戏Ⅱ,AI,0.9969,88.4,28.7,60.52,,人工智能
1329,300357.SZ,我武生物,生物制品,AI,0.9974,88.4,121.8,25.54,-18.7,人工智能
1330,301589.SZ,诺瓦星云,计算机设备,AI+SEMI,0.9981,88.5,128.6,19.38,576.8,人工智能|国产芯片
1331,301316.SZ,慧博云通,IT服务Ⅱ,AI,1.0059,88.6,151.6,494.37,-74.9,AI应用|人工智能|多模态AI
1332,000892.SZ,欢瑞世纪,影视院线,AI,1.0061,88.6,35.8,-22.43,,AIGC概念|人工智能
1333,688143.SH,长盈通,通信设备,AI,1.0080,88.7,193.5,644.24,-92.4,光通信模块
1334,601858.SH,中国科传,出版,AI,1.0097,88.7,171.9,114.55,-38.4,AI语料
1335,300941.SZ,创识科技,计算机设备,AI,1.0128,88.8,31.3,-512.28,-88.6,人工智能
1336,300067.SZ,安诺其,化学制品,AI+SEMI,1.0144,88.9,59.0,146.47,,AI应用|国产芯片|算力概念|英伟达概念
1337,600821.SH,金开新能,电力,AI,1.0174,89.0,119.6,-155.75,,算力概念
1338,002388.SZ,新亚制程,其他电子Ⅱ,SEMI,1.0213,89.0,31.4,170.93,,半导体概念
1339,300638.SZ,广和通,通信设备,AI,1.0235,89.1,167.7,433.76,-73.4,AI智能体
1340,002185.SZ,华天科技,半导体,AI+SEMI,1.0237,89.1,561.6,34.52,-61.0,CPO概念|人工智能|先进封装|半导体概念|国产芯片|存储芯片
1341,301112.SZ,信邦智能,自动化设备,SEMI,1.0237,89.1,33.2,471.76,,汽车芯片
1342,688533.SH,上声电子,汽车零部件,SEMI,1.0265,89.1,34.1,35.0,8.9,国产芯片
1343,002602.SZ,世纪华通,游戏Ⅱ,AI,1.0330,89.2,1016.4,12.53,-14.8,AIGC概念|AI应用|人工智能|算力概念
1344,688409.SH,富创精密,半导体,SEMI,1.0338,89.3,634.6,273.8,-76.7,半导体概念
1345,000948.SZ,南天信息,软件开发,AI,1.0356,89.4,53.4,203.4,-86.0,AI应用|人工智能
1346,688593.SH,新相微,半导体,SEMI,1.0379,89.4,144.8,1229.39,-97.9,半导体概念|国产芯片|汽车芯片
1347,301171.SZ,易点天下,广告营销,AI,1.0416,89.5,215.9,137.58,-85.0,AIGC概念|AI应用|人工智能|多模态AI
1348,300093.SZ,金刚光伏,光伏设备,AI,1.0430,89.5,135.1,-53.05,-50.8,算力概念
1349,301551.SZ,无线传媒,电视广播Ⅱ,AI,1.0431,89.5,78.2,28.22,-36.4,人工智能
1350,300063.SZ,天龙集团,广告营销,AI,1.0449,89.6,65.2,94.2,-84.6,AIGC概念
1351,300531.SZ,优博讯,计算机设备,AI+SEMI,1.0516,89.8,52.5,27.69,-58.3,AI芯片|人工智能|国产芯片
1352,601519.SH,大智慧,软件开发,AI,1.0518,89.8,155.4,-131.28,,人工智能
1353,300001.SZ,特锐德,电网设备,AI,1.0534,89.8,382.7,132.99,18.5,人工智能
1354,300604.SZ,长川科技,半导体,SEMI,1.0558,89.9,1750.2,124.11,143.6,半导体概念|国产芯片|存储芯片
1355,300561.SZ,汇金科技,软件开发,AI,1.0574,89.9,49.1,-432.1,,AI应用|人工智能
1356,603108.SH,润达医疗,医疗服务,AI,1.0579,89.9,57.7,-26.95,,AI应用|人工智能
1357,002292.SZ,奥飞娱乐,文娱用品,AI,1.0584,89.9,114.5,32.85,-85.9,人工智能
1358,300369.SZ,绿盟科技,软件开发,AI,1.0592,89.9,54.0,-13.75,,AI应用|人工智能
1359,300759.SZ,康龙化成,医疗服务,AI,1.0596,89.9,824.2,54.93,-6.8,人工智能
1360,300546.SZ,雄帝科技,计算机设备,AI,1.0625,90.0,36.2,-41.24,-86.2,人工智能
1361,301382.SZ,蜂助手,通信服务,SEMI,1.0682,90.1,113.3,78.13,-45.8,国产芯片
1362,688545.SH,兴福电子,电子化学品Ⅱ,SEMI,1.0700,90.2,293.3,119.12,-37.4,半导体概念
1363,002955.SZ,鸿合科技,光学光电子,AI,1.0732,90.2,81.9,-56.1,-96.0,AI应用|人工智能
1364,603383.SH,顶点软件,软件开发,AI,1.0920,90.4,57.5,39.92,-3.9,AI智能体
1365,301262.SZ,海看股份,广告营销,AI,1.0940,90.5,75.2,20.91,-7.0,人工智能
1366,688095.SH,福昕软件,软件开发,AI,1.0958,90.5,52.2,115.74,-48.2,AIGC概念|AI应用|人工智能
1367,300454.SZ,深信服,软件开发,AI,1.1021,90.6,503.8,108.93,97.3,AI应用|人工智能|算力概念|英伟达概念
1368,300229.SZ,拓尔思,软件开发,AI,1.1051,90.7,114.8,-37.07,,AIGC概念|AI应用|AI智能体|AI语料|人工智能|多模态AI
1369,300444.SZ,双杰电气,电网设备,AI,1.1092,90.7,78.5,6.97,-42.1,人工智能
1370,300465.SZ,高伟达,软件开发,SEMI,1.1098,90.7,52.4,285.16,-94.6,半导体概念|国产芯片
1371,600481.SH,双良节能,光伏设备,AI+SEMI,1.1119,90.8,86.5,-5.48,,液冷服务器|第三代半导体
1372,603068.SH,博通集成,半导体,SEMI,1.1125,90.9,55.2,54.66,-64.7,半导体概念|国产芯片|汽车芯片
1373,688258.SH,卓易信息,IT服务Ⅱ,AI,1.1126,90.9,112.3,47.22,-0.6,AI应用
1374,301378.SZ,通达海,软件开发,AI,1.1133,90.9,23.4,-18.24,,AI应用|人工智能
1375,603881.SH,数据港,通信服务,AI,1.1164,91.0,217.2,126.47,-83.8,液冷服务器|算力概念
1376,002698.SZ,博实股份,自动化设备,AI,1.1219,91.1,126.5,40.33,-51.9,人工智能
1377,300536.SZ,农尚环境,IT服务Ⅱ,AI+SEMI,1.1326,91.1,25.8,-43.79,,国产芯片|算力概念
1378,600415.SH,小商品城,一般零售,AI,1.1348,91.2,674.5,17.02,-19.9,人工智能
1379,301536.SZ,星宸科技,半导体,AI+SEMI,1.1356,91.2,482.1,54.73,13.2,AI芯片|人工智能|半导体概念|国产芯片|算力概念
1380,002757.SZ,南兴股份,专用设备,AI,1.1384,91.3,46.4,26.72,-59.3,AI智能体|算力概念
1381,002396.SZ,星网锐捷,通信设备,AI,1.1400,91.3,244.0,32.73,-25.1,AIGC概念|CPO概念|人工智能|光通信模块
1382,688118.SH,普元信息,软件开发,AI,1.1409,91.4,18.5,-20.52,,AI应用
1383,300627.SZ,华测导航,通信设备,SEMI,1.1448,91.5,214.2,32.15,-12.8,国产芯片
1384,002591.SZ,恒大高新,化学制品,AI,1.1464,91.5,18.7,154.5,,算力概念
1385,301231.SZ,荣信文化,出版,AI,1.1491,91.5,22.2,-46.51,,AI应用|AI智能体|AI语料|人工智能
1386,300139.SZ,晓程科技,贵金属,SEMI,1.1653,91.7,159.8,143.45,-39.9,半导体概念|国产芯片
1387,300149.SZ,睿智医药,医疗服务,AI,1.1668,91.7,49.0,-67.45,,人工智能
1388,300807.SZ,天迈科技,计算机设备,AI,1.1669,91.8,24.5,-71.95,,人工智能
1389,300250.SZ,初灵信息,IT服务Ⅱ,AI,1.1714,91.8,31.6,848.89,-81.6,AI应用|AI智能体|人工智能
1390,603690.SH,至纯科技,半导体,AI+SEMI,1.1717,91.9,97.7,-17.03,,光通信模块|半导体概念|存储芯片
1391,600756.SH,浪潮软件,IT服务Ⅱ,AI,1.1737,91.9,48.5,-14.05,,AIGC概念|AI应用|AI智能体|人工智能
1392,301218.SZ,华是科技,IT服务Ⅱ,AI,1.1751,92.0,51.5,-436.33,,AI应用|人工智能
1393,600201.SH,生物股份,动物保健Ⅱ,AI,1.1756,92.0,136.7,65.67,-86.9,人工智能
1394,301013.SZ,利和兴,专用设备,AI+SEMI,1.1774,92.1,94.1,729.73,,光通信模块|半导体概念|液冷服务器
1395,600894.SH,广日股份,专用设备,AI,1.1774,92.1,65.4,24.9,-29.4,人工智能
1396,002015.SZ,协鑫能科,电力,AI,1.1800,92.1,252.8,21.95,-73.0,人工智能|算力概念
1397,300577.SZ,开润股份,服装家纺,AI,1.1862,92.2,41.5,10.51,43.6,AI应用|人工智能
1398,300798.SZ,锦鸡股份,化学制品,AI,1.1887,92.2,35.3,-283.19,,算力概念
1399,300115.SZ,长盈精密,消费电子,SEMI,1.1935,92.3,338.8,67.64,-59.7,国产芯片
1400,300659.SZ,中孚信息,计算机设备,AI+SEMI,1.1965,92.4,26.2,-8.25,,人工智能|国产芯片
1401,688019.SH,安集科技,电子化学品Ⅱ,SEMI,1.1982,92.4,553.4,66.62,260.2,国产芯片|存储芯片
1402,002642.SZ,荣联科技,IT服务Ⅱ,AI,1.2073,92.6,46.3,1419.31,-97.0,人工智能
1403,603679.SH,华体科技,光学光电子,AI,1.2108,92.7,40.0,-70.9,,AI应用|人工智能|算力概念
1404,002463.SZ,沪电股份,元件,SEMI,1.2134,92.7,2224.0,44.76,123.5,国产芯片
1405,301397.SZ,溯联股份,汽车零部件,AI,1.2139,92.7,50.8,60.24,-36.2,液冷服务器
1406,301208.SZ,中亦科技,IT服务Ⅱ,AI,1.2141,92.8,35.4,77.01,-53.8,AI应用|人工智能
1407,688627.SH,精智达,通用设备,SEMI,1.2214,92.8,438.0,447.73,-11.0,存储芯片
1408,688012.SH,中微公司,半导体,SEMI,1.2280,92.9,3425.7,60.63,341.7,半导体概念|国产芯片|存储芯片
1409,002144.SZ,宏达高科,纺织制造,AI,1.2288,92.9,19.0,40.39,-85.4,人工智能
1410,603061.SH,金海通,半导体,SEMI,1.2289,93.0,302.2,91.56,168.2,半导体概念
1411,300299.SZ,富春股份,游戏Ⅱ,AI,1.2328,93.0,36.0,54.0,,AIGC概念
1412,603228.SH,景旺电子,元件,AI,1.2346,93.1,917.6,76.26,18.2,CPO概念|英伟达概念
1413,300405.SZ,科隆股份,化学制品,SEMI,1.2504,93.3,16.1,328.5,,半导体概念|国产芯片
1414,300624.SZ,万兴科技,软件开发,AI,1.2507,93.3,91.1,-66.06,,AIGC概念|AI应用|AI智能体|人工智能
1415,605098.SH,行动教育,教育,AI,1.2540,93.4,66.3,19.3,202.1,AI应用
